review,rating,date,bank,source,sentiment_score,sentiment_label,keywords,themes
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play,-0.0258,neutral,"['bank', 'account', 'hastle', 'inconvenient']",['Account Access Issues']
good,5,2025-05-16,Dashen,Google Play,0.4404,positive,['good'],['Other']
always lagging,1,2025-05-16,Dashen,Google Play,-0.2732,negative,[],['Other']
Amazing Application...,5,2025-05-16,Dashen,Google Play,0.5859,positive,"['amazing', 'application']",['Other']
Fantastic,5,2025-05-16,Dashen,Google Play,0.5574,positive,['fantastic'],['Other']
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play,-0.0321,neutral,"['dashen', 'bank', 'app', 'good']",['User Interface & Experience']
its my choice,5,2025-05-15,Dashen,Google Play,0.0,neutral,['choice'],['Other']
wow apo,5,2025-05-15,Dashen,Google Play,0.5859,positive,['apo'],['Other']
awesome app keep going,5,2025-05-14,Dashen,Google Play,0.6249,positive,"['awesome', 'app']",['User Interface & Experience']
wow,5,2025-05-14,Dashen,Google Play,0.5859,positive,[],['Other']
👍,5,2025-05-14,Dashen,Google Play,0.0,neutral,[],['Other']
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play,0.25,positive,"['ethiopian', 'digital', 'banking', 'step', 'aheadall', 'feture', 'onesimple', 'convince']",['Other']
Game changer,5,2025-05-13,Dashen,Google Play,0.0,neutral,"['game', 'changer']",['Other']
Totally amazing,5,2025-05-13,Dashen,Google Play,0.624,positive,['amazing'],['Other']
super 😎,5,2025-05-13,Dashen,Google Play,0.5994,positive,[],['Other']
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play,0.6083,positive,"['helpful', 'app']",['User Interface & Experience']
Good,4,2025-05-13,Dashen,Google Play,0.4404,positive,['good'],['Other']
nice,5,2025-05-13,Dashen,Google Play,0.4215,positive,['nice'],['Other']
wow,5,2025-05-13,Dashen,Google Play,0.5859,positive,[],['Other']
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play,0.8176,positive,"['honest', 'good', 'banking', 'lifestyle', 'app', 'ethiopia']",['User Interface & Experience']
fast,5,2025-05-12,Dashen,Google Play,0.0,neutral,['fast'],['Other']
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,Google Play,0.0,neutral,"['seamless', 'digital', 'platform', 'db', 'superapp', 'motto', 'step']",['Other']
good,5,2025-05-09,Dashen,Google Play,0.4404,positive,['good'],['Other']
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play,0.9623,positive,"['amazing', 'app', 'easy', 'good', 'design']",['User Interface & Experience']
its the best ever,5,2025-05-09,Dashen,Google Play,0.6369,positive,['good'],['Other']
nice,5,2025-05-08,Dashen,Google Play,0.4215,positive,['nice'],['Other']
excellent game changer App,5,2025-05-08,Dashen,Google Play,0.5719,positive,"['excellent', 'game', 'changer', 'app']",['User Interface & Experience']
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play,0.8151,positive,"['excited', 'application', 'favorable', 'preferrable', 'mobile', 'app']",['User Interface & Experience']
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play,0.0,neutral,['minute'],['Other']
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,Google Play,0.0258,neutral,"['nice', 'app', 'gui', 'error', 'dashen', 'bank', 'receipter', 'sms', 'notification']","['User Interface & Experience', 'Features']"
yes i want dashen super open,5,2025-05-02,Dashen,Google Play,0.7845,positive,['open'],['Other']
faster than this version,5,2025-05-01,Dashen,Google Play,0.0,neutral,['version'],['Other']
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play,0.6369,positive,"['good', 'ui', 'mobile', 'banking', 'app', 'team']",['User Interface & Experience']
thank you,4,2025-04-30,Dashen,Google Play,0.3612,positive,[],['Other']
great app,5,2025-04-30,Dashen,Google Play,0.6249,positive,"['great', 'app']",['User Interface & Experience']
bad.,1,2025-04-30,Dashen,Google Play,-0.5423,negative,['bad'],['Other']
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,0.8588,positive,"['dashen', 'super', 'app', 'secure', 'band']",['User Interface & Experience']
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play,0.7225,positive,"['fast', 'mobile', 'banking', 'app', 'app']",['User Interface & Experience']
best app I have ever seen,5,2025-04-29,Dashen,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
best of best,5,2025-04-29,Dashen,Google Play,0.8555,positive,"['good', 'good']",['Other']
waw,5,2025-04-28,Dashen,Google Play,0.0,neutral,['waw'],['Other']
best app,5,2025-04-28,Dashen,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,0.0,neutral,"['slow', 'recent', 'transaction']",['Transaction Performance']
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,0.7156,positive,"['wowslnwoooo', 'wowwww', 'amazing']",['Other']
wow appl,5,2025-04-28,Dashen,Google Play,0.5859,positive,[],['Other']
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play,0.0772,positive,"['pin', 'number', 'finger', 'print', 'dummy']",['Other']
very nice,5,2025-04-26,Dashen,Google Play,0.4754,positive,['nice'],['Other']
great,4,2025-04-26,Dashen,Google Play,0.6249,positive,['great'],['Other']
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play,0.5994,positive,"['slow', 'feature', 'super', 'app', 'high', 'rating', 'employee', 'customer']","['Transaction Performance', 'User Interface & Experience', 'Customer Support', 'Features']"
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,0.34,positive,"['smooth', 'secure', 'experience', 'transfer', 'bill', 'payment', 'tracking', 'expense', 'effortless', 'intuitive', 'design', 'banking']","['Transaction Performance', 'User Interface & Experience']"
Very easy and Fast.,5,2025-04-24,Dashen,Google Play,0.4927,positive,"['easy', 'fast']",['User Interface & Experience']
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,0.0,neutral,"['fast', 'app', 'mobile', 'banking']",['User Interface & Experience']
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play,-0.7156,negative,"['super', 'app', 'transaction', 'customer', 'valuable', 'time', 'system', 'time', 'traffic', 'demand', 'technical', 'difficulty', 'customer']","['Transaction Performance', 'User Interface & Experience', 'Customer Support']"
execellent,5,2025-04-24,Dashen,Google Play,0.0,neutral,['execellent'],['Other']
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play,0.923,positive,"['super', 'app', 'total', 'gamechangerfast', 'reliable', 'place', 'seamless', 'convenient', 'love']",['User Interface & Experience']
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play,0.0,neutral,"['reliable', 'convenient', 'digital', 'banking', 'game', 'changer']",['Other']
it is incredible product.,5,2025-04-23,Dashen,Google Play,0.0,neutral,"['incredible', 'product']",['Other']
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play,0.8461,positive,"['impressed', 'app', 'userfriendly', 'run', 'feature', 'task', 'easy', 'lot', 'time']","['User Interface & Experience', 'Features']"
best app,5,2025-04-23,Dashen,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
ok,5,2025-04-23,Dashen,Google Play,0.296,positive,[],['Other']
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play,0.658,positive,"['amazing', 'app', 'experience']",['User Interface & Experience']
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play,0.7717,positive,"['good', 'banking', 'app']",['User Interface & Experience']
It is the best application!!!,5,2025-04-22,Dashen,Google Play,0.7249,positive,"['good', 'application']",['Other']
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play,0.0,neutral,"['exceptional', 'digital', 'experience', 'supperapp', 'new', 'paradigm', 'shift', 'banking', 'business', 'bravo']",['Other']
its features are so dynamic,5,2025-04-22,Dashen,Google Play,0.5214,positive,"['feature', 'dynamic']",['Features']
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play,0.0,neutral,"['friendly', 'user', 'application']",['Other']
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,Google Play,0.4939,positive,"['reliable', 'user', 'friendly']",['Other']
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play,0.8481,positive,"['dashen', 'super', 'app', 'easy', 'secure', 'fast', 'transaction']","['Transaction Performance', 'User Interface & Experience']"
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play,0.7906,positive,"['app', 'click', 'ecommerce', 'easy', 'convinient']",['User Interface & Experience']
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play,0.6249,positive,"['great', 'everyday', 'banking', 'payment']",['Transaction Performance']
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,Google Play,0.9153,positive,"['dashen', 'super', 'app', 'impressive', 'focus', 'simplicity', 'speed', 'quality', 'user', 'interface', 'clean', 'easy', 'transaction', 'process', 'overall', 'quality', 'app', 'topnotch', 'musthave', 'dashen', 'bank', 'customer']","['Transaction Performance', 'User Interface & Experience', 'Customer Support']"
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,Google Play,0.3544,positive,"['transaction', 'easy', 'new', 'update', 'amazing']","['Transaction Performance', 'User Interface & Experience', 'Features']"
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,Google Play,0.4404,positive,"['app', 'usefull', 'function', 'easy', 'payment', 'system', 'seller', 'reasonable', 'price']","['Transaction Performance', 'User Interface & Experience', 'Features']"
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,Google Play,0.7269,positive,"['app', 'great', 'user', 'interface', 'comprehensive', 'payment', 'platform', 'unique', 'feature', 'chat', 'banking', 'budget']","['Transaction Performance', 'User Interface & Experience', 'Features']"
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen,Google Play,0.0,neutral,"['betam', 'mirt', 'atikakem', 'kelel', 'yale', 'michu', 'application', 'nw']",['Other']
Convenient!,5,2025-04-22,Dashen,Google Play,0.0,neutral,['convenient'],['Other']
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,Google Play,0.5859,positive,"['amazing', 'application', 'need', 'customer']",['Customer Support']
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,Google Play,0.5707,positive,"['effecting', 'payment', 'app', 'convenience', 'recipient', 'payment']","['Transaction Performance', 'User Interface & Experience']"
the best Supper App ever,5,2025-04-22,Dashen,Google Play,0.6369,positive,"['good', 'supper', 'app']",['User Interface & Experience']
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,Google Play,0.6369,positive,"['good', 'app', 'digital', 'lending', 'gasification']",['User Interface & Experience']
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,Google Play,0.9042,positive,"['powerful', 'local', 'solution', 'global', 'app', 'easy', 'service', 'product']","['User Interface & Experience', 'Customer Support']"
Dashen bank is my number one choice,5,2025-04-22,Dashen,Google Play,0.0772,positive,"['dashen', 'bank', 'number', 'choice']",['Other']
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,Google Play,0.8225,positive,"['assefa', 'genetu', 'superup', 'late', 'inclussive', 'happy', 'super']",['Other']
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen,Google Play,0.8516,positive,"['app', 'multiple', 'service', 'place', 'fast', 'intuitive', 'daily', 'task', 'convenient', 'true', 'allinone', 'solution']","['User Interface & Experience', 'Customer Support']"
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen,Google Play,0.9017,positive,"['ethiopia', 'innovation', 'marketplace', 'major', 'boost', 'local', 'commerce']",['Other']
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,Google Play,0.7269,positive,"['fanrastic', 'user', 'friendly', 'app', 'bravo', 'dashen', 'bank', 'thank']",['User Interface & Experience']
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,Google Play,0.7639,positive,"['good', 'digital', 'platform', 'smooth', 'transaction', 'seamless', 'shopping', 'experience']",['Transaction Performance']
