review,rating,date,bank,source,sentiment_score,sentiment_label,keywords,themes
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,-0.4767,negative,['wrong'],['Other']
Amrumehamed,1,2024-10-21,BOA,Google Play,0.0,neutral,[],['Other']
Good,5,2024-10-19,BOA,Google Play,0.4404,positive,['good'],['Other']
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,0.8717,positive,"['nice', 'proud', 'bank', 'ethiopia', 'member', 'bank', 'problem', 'international', 'money', 'online', 'digital', 'working', 'service', 'world', 'lot', 'international', 'moneybut', 'direct', 'ethiopia', 'legal', 'way', 'money', 'ethiopia', 'direct', 'deposit', 'boa']",['Customer Support']
Very good,5,2024-10-18,BOA,Google Play,0.4927,positive,['good'],['Other']
ደደገነሐ,5,2024-10-15,BOA,Google Play,0.0,neutral,[],['Other']
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,-0.8395,negative,"['terrible', 'bank', 'experience', 'unbelievable', 'modern', 'technology', 'bank', 'basic', 'transaction', 'app', 'service', 'limited', 'time', 'money', 'telebirr', 'huge', 'delay', 'day', 'transaction', 'ussd', 'unreliable', 'embarrassing', 'situation', 'countless', 'time', 'customer', 'care', 'bank']","['Transaction Performance', 'User Interface & Experience', 'Customer Support']"
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,-0.3382,negative,"['slow', 'banking', 'app', 'service', 'choice']","['Transaction Performance', 'User Interface & Experience', 'Customer Support']"
Good App,4,2024-10-12,BOA,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
Best app to me,5,2024-10-11,BOA,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
BOA,5,2024-10-11,BOA,Google Play,0.0,neutral,['boa'],['Other']
Abdulkadir,5,2024-10-11,BOA,Google Play,0.0,neutral,['abdulkadir'],['Other']
Bad,1,2024-10-10,BOA,Google Play,-0.5423,negative,['bad'],['Other']
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,0.0,neutral,"['possible', 'gove0', 'star']",['Other']
Nise mobile bankig,4,2024-10-05,BOA,Google Play,0.0,neutral,"['mobile', 'bankig']",['Other']
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,0.714,positive,"['overall', 'good', 'app', 'performance', 'improvement', 'instant', 'bank', 'transfer', 'time']","['Transaction Performance', 'User Interface & Experience']"
Ok,5,2024-10-04,BOA,Google Play,0.296,positive,[],['Other']
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,-0.3818,negative,"['embarrassing', 'bank', 'size']",['Other']
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,0.0,neutral,"['simple', 'way', 'developer', 'option']",['Features']
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,-0.4215,negative,"['phone', 'boa', 'app', 'developer', 'option', 'phone', 'god', 'app']","['User Interface & Experience', 'Features']"
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,0.6997,positive,"['country', 'mobile', 'banking', 'ethiopia', 'phone', 'number', 'text', 'country', 'lete', 'country', 'thank']",['Other']
Good,3,2024-10-03,BOA,Google Play,0.4404,positive,['good'],['Other']
Worest app,1,2024-10-03,BOA,Google Play,0.0,neutral,"['wor', 'app']",['User Interface & Experience']
The worest app ever,1,2024-10-03,BOA,Google Play,0.0,neutral,"['wor', 'app']",['User Interface & Experience']
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,0.0,neutral,[],['Other']
Wwwerrr,5,2024-10-02,BOA,Google Play,0.0,neutral,['wwwerrr'],['Other']
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,0.0,neutral,[],['Other']
Great For Financial company,5,2024-09-30,BOA,Google Play,0.6249,positive,"['great', 'financial', 'company']",['Other']
Very easy to use,5,2024-09-30,BOA,Google Play,0.4927,positive,['easy'],['User Interface & Experience']
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,-0.4019,negative,"['app', 'error']",['User Interface & Experience']
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,-0.2484,negative,"['app', 'frustrating', 'issue', 'difficult', 'complete', 'task', 'banking', 'application', 'significant', 'improvement', 'user', 'experience', 'vey', 'low', 'rating']",['User Interface & Experience']
nice,5,2024-09-26,BOA,Google Play,0.4215,positive,['nice'],['Other']
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,0.8715,positive,"['great', 'ui', 'seamless']",['User Interface & Experience']
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,0.2382,positive,"['good', 'application', 'alternative', 'future', 'possibilitys', 'customer']",['Customer Support']
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,0.6808,positive,"['easy', 'program', 'secured']",['User Interface & Experience']
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,0.0,neutral,"['mobile', 'card', 'app', 'money', 'money']",['User Interface & Experience']
Amazing,5,2024-09-19,BOA,Google Play,0.5859,positive,['amazing'],['Other']
Great app with great services,5,2024-09-19,BOA,Google Play,0.8481,positive,"['great', 'app', 'great', 'service']","['User Interface & Experience', 'Customer Support']"
Yes active user,5,2024-09-17,BOA,Google Play,0.6597,positive,"['active', 'user']",['Other']
Shameful,1,2024-09-17,BOA,Google Play,-0.4939,negative,['shameful'],['Other']
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,0.2235,positive,"['wor', 'app']",['User Interface & Experience']
Good application,5,2024-09-16,BOA,Google Play,0.4404,positive,"['good', 'application']",['Other']
I like,5,2024-09-16,BOA,Google Play,0.3612,positive,[],['Other']
Good,5,2024-09-16,BOA,Google Play,0.4404,positive,['good'],['Other']
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,0.0,neutral,"['hour', 'money', 'telebirr', 'transfer', 'delay', 'issue', 'money']",['Transaction Performance']
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,0.4269,positive,"['boa', 'transaction', 'day', 'transaction', 'bank', 'huge', 'gap', 'boa', 'mobile', 'banking', 'kind', 'challenge', 'transaction', 'bank', 'mobile', 'banking', 'platform', 'customer', 'support', 'team', 'response', 'system', 'transaction', 'working', 'day', 'fair']","['Transaction Performance', 'Customer Support']"
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,0.0,neutral,[],['Other']
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,0.0,neutral,"['big', 'update', 'app']","['User Interface & Experience', 'Features']"
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,0.7003,positive,"['aimohon', 'joel', 'good', 'well', 'conversation', 'time']",['Other']
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,-0.4515,negative,"['well', 'app', 'mobile', 'app', 'developer', 'option', 'time', 'app', 'annoying']","['User Interface & Experience', 'Features']"
Bes and freindly app,5,2024-09-13,BOA,Google Play,0.0,neutral,['bes'],['Other']
It doesn't work.,1,2024-09-12,BOA,Google Play,0.0,neutral,[],['Other']
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,-0.8758,negative,"['request', 'successful', 'device', 'connectivity', 'bank', 'manager', 'phone', 'android', 'version', 'ridiculous', 'disappointing']",['Other']
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,-0.5868,negative,"['screenshot', 'payment', 'receiptwhat', 'bad', 'app']","['Transaction Performance', 'User Interface & Experience']"
Good,5,2024-09-10,BOA,Google Play,0.4404,positive,['good'],['Other']
Smart technology,5,2024-09-10,BOA,Google Play,0.4019,positive,"['smart', 'technology']",['Other']
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,0.0,neutral,"['yegema', 'app', 'tish']",['User Interface & Experience']
Ok,5,2024-09-07,BOA,Google Play,0.296,positive,[],['Other']
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,-0.5067,negative,"['appropriate', 'app', 'boa', 'app', 'crazy', 'un', 'confortable', 'app', 'form', 'boa', 'soory']",['User Interface & Experience']
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,-0.9312,negative,"['bad', 'slow', 'frustrating', 'shame', 'stain', 'extraordinary', 'bank']",['Transaction Performance']
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,0.915,positive,"['android', 'version', 'available', 'download', 'device', 'finance', 'app', 'well', 'month', 'upgrade', 'well']",['User Interface & Experience']
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,0.3716,positive,"['awesome', 'application', 'everytime']",['Other']
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,0.0,neutral,['app'],['User Interface & Experience']
good,5,2024-09-05,BOA,Google Play,0.4404,positive,['good'],['Other']
Fast one,3,2024-09-04,BOA,Google Play,0.0,neutral,[],['Other']
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,-0.5023,negative,"['nice', 'app', 'terrible', 'user', 'experience']",['User Interface & Experience']
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,0.0,neutral,"['wor', 'app']",['User Interface & Experience']
Very good,5,2024-09-01,BOA,Google Play,0.4927,positive,['good'],['Other']
It is ok,5,2024-09-01,BOA,Google Play,0.296,positive,['ok'],['Other']
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,0.2023,positive,"['app', 'lovation', 'hide', 'glarey', 'share', 'botten']",['User Interface & Experience']
Good,5,2024-08-30,BOA,Google Play,0.4404,positive,['good'],['Other']
Apollo's,1,2024-08-29,BOA,Google Play,0.0,neutral,['apollo'],['Other']
The worst experience ever,1,2024-08-29,BOA,Google Play,-0.6249,negative,"['bad', 'experience']",['Other']
Hussenaliumar,5,2024-08-29,BOA,Google Play,0.0,neutral,['hussenaliumar'],['Other']
Good,3,2024-08-28,BOA,Google Play,0.4404,positive,['good'],['Other']
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,0.6072,positive,"['problem', 'app', 'boa', 'mobile', 'wrong', 'app', 'time', 'download', 'sam', 'sam', 'app', 'way', 'customer', 'account', 'book']","['Account Access Issues', 'User Interface & Experience', 'Customer Support']"
It is not work for my device,5,2024-08-27,BOA,Google Play,0.0,neutral,"['work', 'device']",['Other']
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,-0.8106,negative,"['sick', 'developer', 'option', 'everytime', 'app', 'anoying']","['User Interface & Experience', 'Features']"
The worst app ever,1,2024-08-26,BOA,Google Play,-0.6249,negative,"['bad', 'app']",['User Interface & Experience']
Good,5,2024-08-26,BOA,Google Play,0.4404,positive,['good'],['Other']
Betanya Gebre,3,2024-08-23,BOA,Google Play,0.0,neutral,"['betanya', 'gebre']",['Other']
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,0.0,neutral,[],['Other']
Good,5,2024-08-22,BOA,Google Play,0.4404,positive,['good'],['Other']
Excellent app,5,2024-08-21,BOA,Google Play,0.5719,positive,"['excellent', 'app']",['User Interface & Experience']
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,-0.431,negative,"['application', 'update', 'able', 'forgot', 'password', 'feature']","['Account Access Issues', 'Features']"
ትርሃስ,5,2024-08-19,BOA,Google Play,0.0,neutral,[],['Other']
Gio,4,2024-08-19,BOA,Google Play,0.0,neutral,['gio'],['Other']
App isn't working,1,2024-08-18,BOA,Google Play,0.0,neutral,['app'],['User Interface & Experience']
Best app,5,2024-08-18,BOA,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
so far good but always it lugs,3,2024-08-17,BOA,Google Play,0.2707,positive,['good'],['Other']
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,-0.4023,negative,"['bank', 'service']",['Customer Support']
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,0.4574,positive,['applicationplease'],['Other']
Horrible,1,2024-08-14,BOA,Google Play,-0.5423,negative,['horrible'],['Other']
Mostly not working 😑,1,2024-08-14,BOA,Google Play,0.0,neutral,[],['Other']
Good,5,2024-08-13,BOA,Google Play,0.4404,positive,['good'],['Other']
Awesome 👌,5,2024-08-12,BOA,Google Play,0.6249,positive,['awesome'],['Other']
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,0.0,neutral,"['technology', 'application', 'developer', 'option', 'fix']",['Features']
Thank you,3,2024-08-12,BOA,Google Play,0.3612,positive,[],['Other']
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,-0.5256,negative,"['poor', 'app', 'bc', 'slow', 'app']","['Transaction Performance', 'User Interface & Experience']"
Ok,5,2024-08-12,BOA,Google Play,0.296,positive,[],['Other']
best,1,2024-08-12,BOA,Google Play,0.6369,positive,[],['Other']
Best app,5,2024-08-11,BOA,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
Wedi Tekle .,5,2024-08-11,BOA,Google Play,0.0,neutral,"['wedi', 'tekle']",['Other']
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,-0.5423,negative,"['bad', 'app']",['User Interface & Experience']
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,0.0,neutral,"['dura', 'nan', 'fayyadaman', 'ture', 'amma', 'garuu', 'naaf', 'hojjechaa', 'hin', 'jiru', 'maaf']",['Other']
Nice appp,5,2024-08-11,BOA,Google Play,0.4215,positive,"['nice', 'appp']",['Other']
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,0.0,neutral,[],['Other']
Gooood app my dear,5,2024-08-10,BOA,Google Play,0.3818,positive,"['gooood', 'app', 'dear']",['User Interface & Experience']
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,0.0,neutral,"['harun', 'tamam', 'galanaa']",['Other']
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,-0.6124,negative,"['total', 'disaster', 'app', 'offline', 'embarassing', 'hope', 'business', 'competitor']",['User Interface & Experience']
Gamebela,1,2024-08-08,BOA,Google Play,0.0,neutral,['gamebela'],['Other']
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,-0.5256,negative,"['poor', 'app', 'app']",['User Interface & Experience']
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,0.3804,positive,"['app', 'long', 'time', 'bank', 'app', 'digital', 'invoice', 'able', 'screeshot', 'transaction', 'developer']","['Transaction Performance', 'User Interface & Experience']"
Good job,5,2024-08-07,BOA,Google Play,0.4404,positive,"['good', 'job']",['Other']
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,-0.7736,negative,"['bad', 'app', 'user', 'friendly', 'basic', 'functionality', 'time', 'app', 'bank']",['User Interface & Experience']
good,3,2024-08-07,BOA,Google Play,0.4404,positive,['good'],['Other']
Good,5,2024-08-07,BOA,Google Play,0.4404,positive,['good'],['Other']
Bad app .,1,2024-08-06,BOA,Google Play,-0.5423,negative,"['bad', 'app']",['User Interface & Experience']
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,-0.5848,negative,"['big', 'financial', 'company', 'irresponsible', 'app', 'ashamed']",['User Interface & Experience']
Review,5,2024-08-06,BOA,Google Play,0.0,neutral,[],['Other']
Goood,4,2024-08-06,BOA,Google Play,0.0,neutral,['goood'],['Other']
Ok,5,2024-08-06,BOA,Google Play,0.296,positive,[],['Other']
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,0.0,neutral,[],['Other']
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,0.0,neutral,"['necessary', 'developer', 'option', 'time', 'mobile', 'banking']",['Features']
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,0.4404,positive,"['previous', 'version', 'well']",['Other']
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,-0.9198,negative,"['wrong', 'boa', 'bank', 'general', 'year', 'app', 'disaster', 'possible', 'way', 'stable', 'slow', 'transaction', 'screenshot', 'picture', 'save', 'screenshot', 'option', 'time', 'transaction', 'bad']","['Transaction Performance', 'User Interface & Experience', 'Features']"
ok,5,2024-08-03,BOA,Google Play,0.296,positive,[],['Other']
Nice,5,2024-08-03,BOA,Google Play,0.4215,positive,['nice'],['Other']
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,Google Play,0.8442,positive,"['fast', 'easy', 'app', 'available', 'area', 'happy', 'application', 'bank', 'effortcommitment', 'dedication', 'work']",['User Interface & Experience']
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,Google Play,0.3736,positive,"['phone', 'setting', 'phone', 'develoler', 'option', 'thing', 'lot', 'user', 'willing', 'bank', 'thing', 'security', 'issue']",['Features']
Exceptional Product.,5,2025-11-23,Dashen,Google Play,0.0,neutral,"['exceptional', 'product']",['Other']
very easy app,3,2025-11-23,Dashen,Google Play,0.4927,positive,"['easy', 'app']",['User Interface & Experience']
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen,Google Play,0.9722,positive,"['dashen', 'super', 'app', 'impressive', 'easy', 'smooth', 'access', 'essential', 'banking', 'service', 'money', 'transfer', 'bill', 'payment', 'balance', 'check', 'feature', 'issue', 'design', 'clean', 'great', 'step', 'digital', 'banking', 'good', 'work', 'bank']","['Transaction Performance', 'User Interface & Experience', 'Customer Support', 'Features']"
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,Google Play,0.0,neutral,[],['Other']
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,Google Play,-0.3182,negative,"['bill', 'payment', 'option', 'app', 'ethio', 'telecom', 'bill', 'electric', 'bill', 'nonsense', 'banking', 'app']","['Transaction Performance', 'User Interface & Experience', 'Features']"
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen,Google Play,-0.2411,negative,"['slow', 'app', 'sure', 'issue', 'bank', 'transfer']","['Transaction Performance', 'User Interface & Experience']"
always updating bad stability,1,2025-11-17,Dashen,Google Play,-0.5423,negative,"['bad', 'stability']",['Other']
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,Google Play,0.0,neutral,"['disable', 'developer', 'option']",['Features']
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,Google Play,0.5994,positive,"['super', 'app', 'evry', 'thing', 'tap']",['User Interface & Experience']
nice,5,2025-11-16,Dashen,Google Play,0.4215,positive,['nice'],['Other']
eyita tips,1,2025-11-15,Dashen,Google Play,0.0,neutral,"['eyita', 'tip']",['Other']
clear and presize,5,2025-11-15,Dashen,Google Play,0.3818,positive,['clear'],['Other']
smooth and easy!!!,5,2025-11-14,Dashen,Google Play,0.5826,positive,"['smooth', 'easy']",['User Interface & Experience']
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen,Google Play,0.7717,positive,"['amazing', 'experience', 'appot', 'convenient', 'easy']",['User Interface & Experience']
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,Google Play,0.5994,positive,"['super', 'app', 'smooth', 'navigation', 'transaction', 'lifestyle', 'service']","['Transaction Performance', 'User Interface & Experience', 'Customer Support']"
Very nice App.,5,2025-11-14,Dashen,Google Play,0.4754,positive,"['nice', 'app']",['User Interface & Experience']
system failure transfer to others account,2,2025-11-13,Dashen,Google Play,-0.5106,negative,"['system', 'failure', 'transfer']",['Transaction Performance']
thank you,1,2025-11-13,Dashen,Google Play,0.3612,positive,[],['Other']
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen,Google Play,0.1655,positive,"['uiux', 'good', 'shame', 'tech', 'bank', 'app', 'amole', 'well']",['User Interface & Experience']
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen,Google Play,0.5719,positive,"['excellent', 'app', 'paytransfertele', 'airtime']",['User Interface & Experience']
wow dashen bank super app,5,2025-11-12,Dashen,Google Play,0.8271,positive,"['bank', 'super', 'app']",['User Interface & Experience']
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen,Google Play,-0.4312,negative,"['super', 'app', 'complete', 'disappointment', 'confusing', 'slow', 'glitch', 'people', 'patience', 'bank', 'joke', 'useless', 'app']","['Transaction Performance', 'User Interface & Experience']"
Best Mobile Banking App in Ethiopia .,5,2025-11-11,Dashen,Google Play,0.6369,positive,"['good', 'mobile', 'banking', 'app', 'ethiopia']",['User Interface & Experience']
very nice app I have ever seen,5,2025-11-10,Dashen,Google Play,0.4754,positive,"['nice', 'app']",['User Interface & Experience']
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen,Google Play,-0.9205,negative,"['nasty', 'bank', 'supper', 'app', 'response', 'app', 'time', 'energy', 'hopeless', 'bank']",['User Interface & Experience']
it's good but is not fast,5,2025-11-09,Dashen,Google Play,0.2382,positive,"['good', 'fast']",['Other']
your financial system must improved,4,2025-11-09,Dashen,Google Play,0.4767,positive,"['financial', 'system']",['Other']
your service is too good,5,2025-11-09,Dashen,Google Play,0.4404,positive,"['service', 'good']",['Customer Support']
good experience,5,2025-11-09,Dashen,Google Play,0.4404,positive,"['good', 'experience']",['Other']
ok,5,2025-11-08,Dashen,Google Play,0.296,positive,[],['Other']
"Amazing app, 👏",5,2025-11-07,Dashen,Google Play,0.5859,positive,"['amazing', 'app']",['User Interface & Experience']
wooow,5,2025-11-07,Dashen,Google Play,0.0,neutral,['wooow'],['Other']
ok,5,2025-11-07,Dashen,Google Play,0.296,positive,[],['Other']
Nice app,5,2025-11-07,Dashen,Google Play,0.4215,positive,"['nice', 'app']",['User Interface & Experience']
best,5,2025-11-07,Dashen,Google Play,0.6369,positive,[],['Other']
"easy to use, friendly",5,2025-11-06,Dashen,Google Play,0.7269,positive,"['easy', 'friendly']",['User Interface & Experience']
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen,Google Play,0.0,neutral,"['12yr', 'lc', 'ucp', 'icc', 'loan']",['Other']
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen,Google Play,-0.6167,negative,"['attractive', 'friendly', 'app', 'check', 'awash', 'cbe', 'app']",['User Interface & Experience']
amzing,5,2025-11-06,Dashen,Google Play,0.0,neutral,[],['Other']
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen,Google Play,0.9722,positive,"['dashen', 'super', 'app', 'impressive', 'easy', 'smooth', 'access', 'essential', 'banking', 'service', 'money', 'transfer', 'bill', 'payment', 'balance', 'check', 'feature', 'issue', 'design', 'clean', 'great', 'step', 'digital', 'banking', 'good', 'work', 'bank']","['Transaction Performance', 'User Interface & Experience', 'Customer Support', 'Features']"
betam kerfafa naw,1,2025-11-05,Dashen,Google Play,0.0,neutral,"['betam', 'kerfafa', 'naw']",['Other']
exceptional,5,2025-11-05,Dashen,Google Play,0.0,neutral,['exceptional'],['Other']
worst app ever,1,2025-11-05,Dashen,Google Play,-0.6249,negative,"['bad', 'app']",['User Interface & Experience']
"Dashen, always two step ahead.",5,2025-11-05,Dashen,Google Play,0.0,neutral,['step'],['Other']
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Dashen,Google Play,0.2023,positive,"['barrier', 'bank', 'commercial', 'bank', 'ethiopia']",['Other']
👍,5,2025-11-05,Dashen,Google Play,0.0,neutral,[],['Other']
